sex,age,emotion,strength,FID,PID
F,42,Happiness,4,48,31
M,22,Happiness,4,48,32
F,30,Happiness,4,48,33
F,60,Happiness,3,48,34
M,20,Happiness,3,48,35
M,30,Happiness,2,48,36
F,31,Happiness,4,48,37
M,37,Anger,2,48,38
M,31,Happiness,2,48,39
F,34,Happiness,5,48,40
F,37,Happiness,3,48,41
M,25,Happiness,2,48,42
M,25,Happiness,5,48,43
F,33,Happiness,4,48,44
M,29,Happiness,4,48,45
F,51,Happiness,3,48,46
F,61,Happiness,3,48,47
F,38,Happiness,3,48,48
F,41,Happiness,5,48,49
F,30,Fear,3,48,50
F,NA,Happiness,4,48,51
F,60,Happiness,5,48,52
M,44,Happiness,2,48,53
F,40,Happiness,4,48,54
F,52,Surprise,2,48,55
F,66,Happiness,1,48,56
F,20,Happiness,5,48,57
F,32,Happiness,3,48,58
M,31,Happiness,3,48,59
F,23,Happiness,4,48,60
M,29,Disgust,4,49,1
M,48,Disgust,2,49,2
F,58,Happiness,1,49,3
F,53,Disgust,3,49,4
F,30,Anger,4,49,5
F,31,Disgust,3,49,6
F,44,Happiness,1,49,7
F,28,Surprise,4,49,8
F,58,Happiness,1,49,9
M,37,Disgust,3,49,10
M,43,Anger,2,49,11
F,64,Disgust,5,49,12
F,44,Surprise,4,49,13
M,33,Disgust,3,49,14
M,30,Disgust,2,49,15
F,51,Disgust,2,49,16
F,36,Anger,1,49,17
F,23,Happiness,5,49,18
M,30,Happiness,1,49,19
F,60,Disgust,3,49,20
F,37,Happiness,1,49,21
M,47,Anger,2,49,22
F,20,Happiness,2,49,23
F,45,Disgust,2,49,24
F,41,Happiness,2,49,25
M,26,Surprise,2,49,26
M,35,Disgust,2,49,27
F,49,Disgust,4,49,28
M,36,Anger,3,49,29
M,18,Happiness,1,49,30
F,42,Surprise,2,49,31
M,22,Happiness,1,49,32
F,30,Happiness,2,49,33
F,60,Anger,4,49,34
M,20,Happiness,2,49,35
M,30,Happiness,2,49,36
F,31,Happiness,2,49,37
M,37,Disgust,3,49,38
M,31,Happiness,2,49,39
F,34,Anger,1,49,40
F,37,Happiness,1,49,41
M,25,Disgust,2,49,42
M,25,Happiness,3,49,43
F,33,Happiness,2,49,44
M,29,Disgust,4,49,45
F,51,Disgust,2,49,46
F,61,Anger,3,49,47
F,38,Disgust,1,49,48
F,41,Happiness,2,49,49
F,30,Anger,3,49,50
F,NA,Disgust,1,49,51
F,60,Happiness,1,49,52
M,44,Happiness,1,49,53
F,40,Disgust,2,49,54
F,52,Anger,2,49,55
F,66,Disgust,5,49,56
F,20,Disgust,1,49,57
F,32,Happiness,2,49,58
M,31,Happiness,1,49,59
F,23,Happiness,4,49,60
M,29,Surprise,3,50,1
M,48,Happiness,4,50,2
F,58,Happiness,5,50,3
F,53,Happiness,4,50,4
F,30,Anger,3,50,5
F,31,Happiness,4,50,6
F,44,Happiness,4,50,7
F,28,Happiness,4,50,8
F,58,Happiness,4,50,9
M,37,Happiness,3,50,10
M,43,Happiness,4,50,11
F,64,Happiness,3,50,12
F,44,Happiness,4,50,13
M,33,Happiness,4,50,14
M,30,Fear,4,50,15
F,51,Happiness,4,50,16
F,36,Happiness,5,50,17
F,23,Happiness,5,50,18
M,30,Happiness,4,50,19
F,60,Happiness,3,50,20
F,37,Happiness,3,50,21
M,47,Happiness,4,50,22
F,20,Happiness,4,50,23
F,45,Happiness,2,50,24
F,41,Happiness,2,50,25
M,26,Disgust,3,50,26
M,35,Happiness,4,50,27
F,49,Surprise,3,50,28
M,36,Happiness,3,50,29
M,18,Happiness,2,50,30
F,42,Surprise,3,50,31
M,22,Happiness,4,50,32
F,30,Happiness,3,50,33
F,60,Happiness,5,50,34
M,20,Happiness,4,50,35
M,30,Happiness,3,50,36
F,31,Happiness,5,50,37
M,37,Happiness,2,50,38
M,31,Happiness,2,50,39
F,34,Happiness,5,50,40
F,37,Happiness,3,50,41
M,25,Happiness,3,50,42
M,25,Happiness,4,50,43
F,33,Happiness,4,50,44
M,29,Surprise,4,50,45
F,51,Happiness,3,50,46
F,61,Happiness,3,50,47
F,38,Happiness,4,50,48
F,41,Happiness,3,50,49
F,30,Fear,3,50,50
F,NA,Happiness,4,50,51
F,60,Happiness,4,50,52
M,44,Happiness,4,50,53
F,40,Surprise,2,50,54
F,52,Surprise,3,50,55
F,66,Happiness,4,50,56
F,20,Happiness,4,50,57
F,32,Surprise,2,50,58
M,31,Happiness,3,50,59
F,23,Happiness,5,50,60
M,29,Happiness,3,51,1
M,48,Happiness,3,51,2
F,58,Happiness,5,51,3
F,53,Happiness,5,51,4
F,30,Happiness,3,51,5
F,31,Happiness,2,51,6
F,44,Happiness,4,51,7
F,28,Happiness,5,51,8
F,58,Happiness,2,51,9
M,37,Happiness,1,51,10
M,43,Happiness,4,51,11
F,64,Happiness,3,51,12
F,44,Happiness,5,51,13
M,33,Happiness,3,51,14
M,30,Happiness,3,51,15
F,51,Happiness,2,51,16
F,36,Happiness,2,51,17
F,23,Happiness,3,51,18
M,30,Happiness,3,51,19
F,60,Happiness,1,51,20
F,37,Happiness,1,51,21
M,47,Happiness,3,51,22
F,20,Happiness,4,51,23
F,45,Happiness,4,51,24
F,41,Happiness,2,51,25
M,26,Happiness,3,51,26
M,35,Happiness,1,51,27
F,49,Happiness,3,51,28
M,36,Happiness,3,51,29
M,18,Happiness,2,51,30
F,42,Happiness,4,51,31
M,22,Happiness,4,51,32
F,30,Happiness,2,51,33
F,60,Happiness,3,51,34
M,20,Happiness,5,51,35
M,30,Happiness,3,51,36
F,31,Happiness,4,51,37
M,37,Happiness,2,51,38
M,31,Happiness,2,51,39
F,34,Happiness,5,51,40
F,37,Happiness,2,51,41
M,25,Happiness,2,51,42
M,25,Happiness,4,51,43
F,33,Happiness,2,51,44
M,29,Happiness,5,51,45
F,51,Happiness,2,51,46
F,61,Happiness,1,51,47
F,38,Happiness,3,51,48
F,41,Happiness,2,51,49
F,30,Happiness,2,51,50
F,NA,Happiness,2,51,51
F,60,Happiness,3,51,52
M,44,Happiness,2,51,53
F,40,Happiness,4,51,54
F,52,Happiness,2,51,55
F,66,Happiness,5,51,56
F,20,Happiness,3,51,57
F,32,Happiness,3,51,58
M,31,Happiness,2,51,59
F,23,Happiness,5,51,60
M,29,Surprise,2,52,1
M,48,Sadness,4,52,2
F,58,Anger,4,52,3
F,53,Disgust,4,52,4
F,30,Disgust,2,52,5
F,31,Fear,3,52,6
F,44,Fear,4,52,7
F,28,Sadness,4,52,8
F,58,Surprise,3,52,9
M,37,Surprise,2,52,10
M,43,Fear,4,52,11
F,64,Fear,2,52,12
F,44,Disgust,3,52,13
M,33,Sadness,3,52,14
M,30,Anger,3,52,15
F,51,Fear,3,52,16
F,36,Fear,3,52,17
F,23,Disgust,2,52,18
M,30,Fear,3,52,19
F,60,Fear,4,52,20
F,37,Anger,2,52,21
M,47,Happiness,1,52,22
F,20,Disgust,2,52,23
F,45,Fear,3,52,24
F,41,Disgust,2,52,25
M,26,Fear,4,52,26
M,35,Fear,5,52,27
F,49,Happiness,2,52,28
M,36,Fear,1,52,29
M,18,Disgust,2,52,30
F,42,Anger,4,52,31
M,22,Fear,2,52,32
F,30,Surprise,3,52,33
F,60,Sadness,4,52,34
M,20,Surprise,2,52,35
M,30,Anger,1,52,36
F,31,Disgust,2,52,37
M,37,Surprise,1,52,38
M,31,Happiness,2,52,39
F,34,Anger,1,52,40
F,37,Anger,1,52,41
M,25,Fear,5,52,42
M,25,Happiness,5,52,43
F,33,Fear,2,52,44
M,29,Anger,2,52,45
F,51,Fear,3,52,46
F,61,Fear,3,52,47
F,38,Surprise,2,52,48
F,41,Sadness,5,52,49
F,30,Fear,4,52,50
F,NA,Fear,5,52,51
F,60,Fear,2,52,52
M,44,Disgust,2,52,53
F,40,Fear,2,52,54
F,52,Fear,3,52,55
F,66,Anger,5,52,56
F,20,Anger,2,52,57
F,32,Anger,2,52,58
M,31,Disgust,3,52,59
F,23,Fear,3,52,60
M,29,Happiness,2,53,1
M,48,Happiness,4,53,2
F,58,Happiness,3,53,3
F,53,Happiness,5,53,4
F,30,Happiness,2,53,5
F,31,Happiness,1,53,6
F,44,Happiness,2,53,7
F,28,Happiness,5,53,8
F,58,Happiness,2,53,9
M,37,Happiness,2,53,10
M,43,Happiness,3,53,11
F,64,Happiness,3,53,12
F,44,Happiness,5,53,13
M,33,Happiness,3,53,14
M,30,Happiness,2,53,15
F,51,Happiness,2,53,16
F,36,Happiness,2,53,17
F,23,Happiness,2,53,18
M,30,Happiness,2,53,19
F,60,Happiness,1,53,20
F,37,Happiness,1,53,21
M,47,Happiness,3,53,22
F,20,Happiness,4,53,23
F,45,Happiness,2,53,24
F,41,Happiness,3,53,25
M,26,Happiness,2,53,26
M,35,Happiness,1,53,27
F,49,Happiness,2,53,28
M,36,Happiness,3,53,29
M,18,Happiness,2,53,30
F,42,Happiness,2,53,31
M,22,Happiness,4,53,32
F,30,Happiness,2,53,33
F,60,Happiness,5,53,34
M,20,Happiness,2,53,35
M,30,Happiness,2,53,36
F,31,Happiness,4,53,37
M,37,Happiness,3,53,38
M,31,Happiness,2,53,39
F,34,Happiness,5,53,40
F,37,Happiness,2,53,41
M,25,Happiness,2,53,42
M,25,Happiness,3,53,43
F,33,Happiness,2,53,44
M,29,Happiness,4,53,45
F,51,Happiness,2,53,46
F,61,Happiness,2,53,47
F,38,Happiness,3,53,48
F,41,Happiness,1,53,49
F,30,Happiness,3,53,50
F,NA,Happiness,2,53,51
F,60,Happiness,3,53,52
M,44,Happiness,2,53,53
F,40,Happiness,5,53,54
F,52,Happiness,2,53,55
F,66,Happiness,4,53,56
F,20,Happiness,4,53,57
F,32,Happiness,3,53,58
M,31,Happiness,2,53,59
F,23,Happiness,4,53,60
M,29,Surprise,3,54,1
M,48,Happiness,2,54,2
F,58,Surprise,4,54,3
F,53,Happiness,5,54,4
F,30,Happiness,3,54,5
F,31,Fear,2,54,6
F,44,Fear,2,54,7
F,28,Fear,4,54,8
F,58,Happiness,4,54,9
M,37,Disgust,2,54,10
M,43,Happiness,2,54,11
F,64,Happiness,4,54,12
F,44,Happiness,2,54,13
M,33,Happiness,4,54,14
M,30,Happiness,2,54,15
F,51,Happiness,3,54,16
F,36,Happiness,3,54,17
F,23,Happiness,3,54,18
M,30,Fear,2,54,19
F,60,Happiness,5,54,20
F,37,Happiness,2,54,21
M,47,Happiness,2,54,22
F,20,Happiness,5,54,23
F,45,Anger,2,54,24
F,41,Happiness,2,54,25
M,26,Disgust,2,54,26
M,35,Happiness,1,54,27
F,49,Happiness,4,54,28
M,36,Anger,2,54,29
M,18,Happiness,1,54,30
F,42,Surprise,4,54,31
M,22,Happiness,2,54,32
F,30,Happiness,4,54,33
F,60,Happiness,4,54,34
M,20,Happiness,3,54,35
M,30,Happiness,3,54,36
F,31,Happiness,3,54,37
M,37,Happiness,1,54,38
M,31,Happiness,2,54,39
F,34,Anger,5,54,40
F,37,Happiness,3,54,41
M,25,Happiness,1,54,42
M,25,Happiness,4,54,43
F,33,Happiness,4,54,44
M,29,Surprise,4,54,45
F,51,Happiness,3,54,46
F,61,Happiness,2,54,47
F,38,Happiness,3,54,48
F,41,Happiness,3,54,49
F,30,Fear,2,54,50
F,NA,Surprise,2,54,51
F,60,Happiness,4,54,52
M,44,Happiness,1,54,53
F,40,Happiness,4,54,54
F,52,Surprise,2,54,55
F,66,Happiness,3,54,56
F,20,Happiness,4,54,57
F,32,Happiness,2,54,58
M,31,Happiness,2,54,59
F,23,Happiness,3,54,60
M,29,Happiness,2,55,1
M,48,Happiness,3,55,2
F,58,Happiness,1,55,3
F,53,Happiness,5,55,4
F,30,Happiness,1,55,5
F,31,Happiness,1,55,6
F,44,Fear,2,55,7
F,28,Happiness,4,55,8
F,58,Happiness,4,55,9
M,37,Happiness,4,55,10
M,43,Happiness,3,55,11
F,64,Happiness,3,55,12
F,44,Fear,3,55,13
M,33,Surprise,2,55,14
M,30,Happiness,3,55,15
F,51,Happiness,3,55,16
F,36,Happiness,2,55,17
F,23,Happiness,3,55,18
M,30,Happiness,2,55,19
F,60,Happiness,2,55,20
F,37,Happiness,2,55,21
M,47,Happiness,3,55,22
F,20,Happiness,2,55,23
F,45,Happiness,3,55,24
F,41,Happiness,3,55,25
M,26,Surprise,2,55,26
M,35,Happiness,1,55,27
F,49,Fear,2,55,28
M,36,Happiness,3,55,29
M,18,Happiness,1,55,30
F,42,Happiness,4,55,31
M,22,Happiness,4,55,32
F,30,Happiness,3,55,33
F,60,Happiness,4,55,34
M,20,Happiness,4,55,35
M,30,Happiness,2,55,36
F,31,Happiness,2,55,37
M,37,Happiness,2,55,38
M,31,Happiness,2,55,39
F,34,Happiness,5,55,40
F,37,Happiness,2,55,41
M,25,Happiness,1,55,42
M,25,Happiness,3,55,43
F,33,Happiness,2,55,44
M,29,Happiness,4,55,45
F,51,Happiness,2,55,46
F,61,Happiness,2,55,47
F,38,Happiness,3,55,48
F,41,Happiness,3,55,49
F,30,Fear,1,55,50
F,NA,Happiness,1,55,51
F,60,Happiness,3,55,52
M,44,Happiness,1,55,53
F,40,Happiness,5,55,54
F,52,Happiness,2,55,55
F,66,Happiness,5,55,56
F,20,Happiness,3,55,57
F,32,Happiness,3,55,58
M,31,Happiness,2,55,59
F,23,Happiness,4,55,60
M,29,Surprise,3,56,1
M,48,Anger,3,56,2
F,58,Anger,2,56,3
F,53,Anger,4,56,4
F,30,Anger,4,56,5
F,31,Anger,5,56,6
F,44,Anger,3,56,7
F,28,Anger,5,56,8
F,58,Anger,3,56,9
M,37,Fear,1,56,10
M,43,Anger,4,56,11
F,64,Anger,5,56,12
F,44,Happiness,1,56,13
M,33,Anger,4,56,14
M,30,Anger,1,56,15
F,51,Anger,4,56,16
F,36,Anger,3,56,17
F,23,Anger,3,56,18
M,30,Fear,3,56,19
F,60,Anger,4,56,20
F,37,Anger,2,56,21
M,47,Anger,3,56,22
F,20,Anger,2,56,23
F,45,Anger,3,56,24
F,41,Sadness,2,56,25
M,26,Anger,3,56,26
M,35,Anger,3,56,27
F,49,Anger,4,56,28
M,36,Anger,2,56,29
M,18,Anger,2,56,30
F,42,Fear,3,56,31
M,22,Anger,4,56,32
F,30,Anger,2,56,33
F,60,Anger,5,56,34
M,20,Anger,4,56,35
M,30,Anger,2,56,36
F,31,Anger,3,56,37
M,37,Anger,2,56,38
M,31,Disgust,1,56,39
F,34,Happiness,5,56,40
F,37,Anger,2,56,41
M,25,Anger,2,56,42
M,25,Sadness,2,56,43
F,33,Anger,2,56,44
M,29,Disgust,4,56,45
F,51,Anger,3,56,46
F,61,Anger,4,56,47
F,38,Anger,2,56,48
F,41,Anger,3,56,49
F,30,Anger,4,56,50
F,NA,Anger,4,56,51
F,60,Anger,3,56,52
M,44,Anger,4,56,53
F,40,Anger,3,56,54
F,52,Anger,1,56,55
F,66,Anger,5,56,56
F,20,Anger,2,56,57
F,32,Anger,2,56,58
M,31,Anger,4,56,59
F,23,Anger,2,56,60
M,29,Sadness,3,57,1
M,48,Sadness,2,57,2
F,58,Anger,3,57,3
F,53,Disgust,4,57,4
F,30,Anger,1,57,5
F,31,Anger,2,57,6
F,44,Anger,3,57,7
F,28,Anger,5,57,8
F,58,Anger,2,57,9
M,37,Anger,1,57,10
M,43,Anger,3,57,11
F,64,Happiness,1,57,12
F,44,Happiness,3,57,13
M,33,Surprise,2,57,14
M,30,Happiness,1,57,15
F,51,Anger,3,57,16
F,36,Anger,2,57,17
F,23,Happiness,1,57,18
M,30,Anger,3,57,19
F,60,Surprise,3,57,20
F,37,Anger,2,57,21
M,47,Anger,2,57,22
F,20,Anger,1,57,23
F,45,Anger,2,57,24
F,41,Anger,3,57,25
M,26,Fear,2,57,26
M,35,Disgust,1,57,27
F,49,Surprise,4,57,28
M,36,Anger,1,57,29
M,18,Disgust,1,57,30
F,42,Surprise,3,57,31
M,22,Anger,4,57,32
F,30,Anger,3,57,33
F,60,Anger,1,57,34
M,20,Sadness,1,57,35
M,30,Surprise,2,57,36
F,31,Anger,1,57,37
M,37,Anger,1,57,38
M,31,Anger,1,57,39
F,34,Anger,1,57,40
F,37,Surprise,2,57,41
M,25,Anger,1,57,42
M,25,Fear,2,57,43
F,33,Anger,3,57,44
M,29,Disgust,4,57,45
F,51,Anger,3,57,46
F,61,Anger,1,57,47
F,38,Anger,2,57,48
F,41,Anger,1,57,49
F,30,Anger,2,57,50
F,NA,Anger,1,57,51
F,60,Anger,1,57,52
M,44,Fear,1,57,53
F,40,Anger,5,57,54
F,52,Disgust,1,57,55
F,66,Disgust,4,57,56
F,20,Surprise,1,57,57
F,32,Sadness,3,57,58
M,31,Disgust,1,57,59
F,23,Happiness,1,57,60
M,29,Disgust,3,58,1
M,48,Anger,5,58,2
F,58,Anger,3,58,3
F,53,Anger,4,58,4
F,30,Anger,5,58,5
F,31,Anger,5,58,6
F,44,Anger,4,58,7
F,28,Anger,5,58,8
F,58,Anger,4,58,9
M,37,Anger,4,58,10
M,43,Anger,5,58,11
F,64,Anger,5,58,12
F,44,Happiness,3,58,13
M,33,Anger,4,58,14
M,30,Anger,4,58,15
F,51,Anger,4,58,16
F,36,Anger,4,58,17
F,23,Anger,3,58,18
M,30,Anger,5,58,19
F,60,Anger,5,58,20
F,37,Anger,3,58,21
M,47,Anger,3,58,22
F,20,Anger,3,58,23
F,45,Anger,4,58,24
F,41,Anger,5,58,25
M,26,Anger,4,58,26
M,35,Anger,5,58,27
F,49,Disgust,4,58,28
M,36,Anger,5,58,29
M,18,Anger,3,58,30
F,42,Anger,4,58,31
M,22,Anger,5,58,32
F,30,Anger,4,58,33
F,60,Anger,5,58,34
M,20,Anger,4,58,35
M,30,Anger,2,58,36
F,31,Anger,4,58,37
M,37,Anger,3,58,38
M,31,Anger,2,58,39
F,34,Anger,5,58,40
F,37,Anger,2,58,41
M,25,Anger,5,58,42
M,25,Anger,4,58,43
F,33,Anger,4,58,44
M,29,Anger,5,58,45
F,51,Anger,4,58,46
F,61,Anger,5,58,47
F,38,Anger,3,58,48
F,41,Anger,4,58,49
F,30,Anger,5,58,50
F,NA,Anger,5,58,51
F,60,Anger,4,58,52
M,44,Anger,3,58,53
F,40,Anger,4,58,54
F,52,Anger,3,58,55
F,66,Anger,5,58,56
F,20,Anger,3,58,57
F,32,Anger,4,58,58
M,31,Anger,3,58,59
F,23,Anger,4,58,60
M,29,Happiness,3,59,1
M,48,Happiness,3,59,2
F,58,Happiness,3,59,3
F,53,Happiness,4,59,4
F,30,Happiness,2,59,5
F,31,Happiness,2,59,6
F,44,Happiness,2,59,7
F,28,Happiness,4,59,8
F,58,Happiness,2,59,9
M,37,Happiness,3,59,10
M,43,Happiness,3,59,11
F,64,Happiness,3,59,12
F,44,Happiness,3,59,13
M,33,Happiness,3,59,14
M,30,Happiness,3,59,15
F,51,Happiness,2,59,16
F,36,Happiness,1,59,17
F,23,Happiness,4,59,18
M,30,Happiness,3,59,19
F,60,Happiness,2,59,20
F,37,Happiness,2,59,21
M,47,Happiness,2,59,22
F,20,Happiness,3,59,23
F,45,Happiness,3,59,24
F,41,Happiness,2,59,25
M,26,Happiness,2,59,26
M,35,Happiness,2,59,27
F,49,Happiness,2,59,28
M,36,Happiness,3,59,29
M,18,Happiness,2,59,30
F,42,Happiness,4,59,31
M,22,Happiness,3,59,32
F,30,Happiness,2,59,33
F,60,Happiness,3,59,34
M,20,Happiness,4,59,35
M,30,Happiness,2,59,36
F,31,Happiness,3,59,37
M,37,Happiness,1,59,38
M,31,Happiness,2,59,39
F,34,Happiness,2,59,40
F,37,Happiness,2,59,41
M,25,Happiness,1,59,42
M,25,Fear,2,59,43
F,33,Happiness,2,59,44
M,29,Surprise,2,59,45
F,51,Happiness,1,59,46
F,61,Happiness,2,59,47
F,38,Happiness,2,59,48
F,41,Happiness,2,59,49
F,30,Happiness,2,59,50
F,NA,Happiness,1,59,51
F,60,Happiness,2,59,52
M,44,Happiness,2,59,53
F,40,Happiness,1,59,54
F,52,Happiness,2,59,55
F,66,Happiness,5,59,56
F,20,Happiness,3,59,57
F,32,Happiness,2,59,58
M,31,Happiness,2,59,59
F,23,Happiness,5,59,60
M,29,Disgust,3,60,1
M,48,Disgust,3,60,2
F,58,Fear,1,60,3
F,53,Happiness,3,60,4
F,30,Happiness,3,60,5
F,31,Surprise,3,60,6
F,44,Anger,3,60,7
F,28,Disgust,5,60,8
F,58,Anger,1,60,9
M,37,Disgust,4,60,10
M,43,Anger,4,60,11
F,64,Disgust,5,60,12
F,44,Happiness,4,60,13
M,33,Happiness,3,60,14
M,30,Happiness,4,60,15
F,51,Disgust,3,60,16
F,36,Happiness,4,60,17
F,23,Happiness,3,60,18
M,30,Disgust,4,60,19
F,60,Anger,3,60,20
F,37,Happiness,2,60,21
M,47,Anger,3,60,22
F,20,Happiness,3,60,23
F,45,Disgust,4,60,24
F,41,Happiness,3,60,25
M,26,Surprise,3,60,26
M,35,Disgust,4,60,27
F,49,Happiness,4,60,28
M,36,Anger,3,60,29
M,18,Happiness,2,60,30
F,42,Happiness,5,60,31
M,22,Happiness,3,60,32
F,30,Happiness,5,60,33
F,60,Anger,5,60,34
M,20,Anger,4,60,35
M,30,Happiness,2,60,36
F,31,Happiness,4,60,37
M,37,Disgust,5,60,38
M,31,Happiness,2,60,39
F,34,Anger,4,60,40
F,37,Happiness,3,60,41
M,25,Anger,4,60,42
M,25,Happiness,5,60,43
F,33,Disgust,3,60,44
M,29,Happiness,3,60,45
F,51,Anger,3,60,46
F,61,Disgust,3,60,47
F,38,Disgust,2,60,48
F,41,Happiness,4,60,49
F,30,Disgust,2,60,50
F,NA,Disgust,4,60,51
F,60,Happiness,4,60,52
M,44,Anger,2,60,53
F,40,Disgust,4,60,54
F,52,Disgust,3,60,55
F,66,Happiness,1,60,56
F,20,Happiness,4,60,57
F,32,Anger,3,60,58
M,31,Anger,2,60,59
F,23,Happiness,4,60,60
M,29,Disgust,5,61,1
M,48,Anger,5,61,2
F,58,Anger,3,61,3
F,53,Anger,4,61,4
F,30,Anger,5,61,5
F,31,Anger,4,61,6
F,44,Anger,4,61,7
F,28,Disgust,5,61,8
F,58,Anger,4,61,9
M,37,Anger,5,61,10
M,43,Fear,3,61,11
F,64,Anger,5,61,12
F,44,Disgust,4,61,13
M,33,Anger,4,61,14
M,30,Anger,3,61,15
F,51,Anger,4,61,16
F,36,Anger,4,61,17
F,23,Anger,3,61,18
M,30,Anger,5,61,19
F,60,Anger,5,61,20
F,37,Anger,4,61,21
M,47,Anger,4,61,22
F,20,Happiness,5,61,23
F,45,Disgust,5,61,24
F,41,Disgust,2,61,25
M,26,Anger,5,61,26
M,35,Anger,5,61,27
F,49,Disgust,4,61,28
M,36,Anger,4,61,29
M,18,Anger,2,61,30
F,42,Anger,5,61,31
M,22,Anger,5,61,32
F,30,Anger,5,61,33
F,60,Anger,5,61,34
M,20,Anger,5,61,35
M,30,Anger,3,61,36
F,31,Anger,4,61,37
M,37,Anger,3,61,38
M,31,Disgust,3,61,39
F,34,Anger,5,61,40
F,37,Disgust,2,61,41
M,25,Anger,5,61,42
M,25,Happiness,5,61,43
F,33,Anger,3,61,44
M,29,Disgust,5,61,45
F,51,Anger,4,61,46
F,61,Anger,4,61,47
F,38,Anger,3,61,48
F,41,Anger,5,61,49
F,30,Anger,4,61,50
F,NA,Disgust,3,61,51
F,60,Anger,5,61,52
M,44,Anger,4,61,53
F,40,Anger,5,61,54
F,52,Anger,4,61,55
F,66,Anger,5,61,56
F,20,Anger,2,61,57
F,32,Anger,5,61,58
M,31,Anger,4,61,59
F,23,Anger,3,61,60
M,29,Anger,3,62,1
M,48,Anger,4,62,2
F,58,Surprise,2,62,3
F,53,Sadness,4,62,4
F,30,Anger,4,62,5
F,31,Anger,3,62,6
F,44,Happiness,3,62,7
F,28,Anger,5,62,8
F,58,Disgust,3,62,9
M,37,Anger,4,62,10
M,43,Happiness,3,62,11
F,64,Anger,4,62,12
F,44,Happiness,4,62,13
M,33,Happiness,5,62,14
M,30,Happiness,5,62,15
F,51,Anger,3,62,16
F,36,Happiness,5,62,17
F,23,Happiness,4,62,18
M,30,Anger,4,62,19
F,60,Happiness,4,62,20
F,37,Happiness,4,62,21
M,47,Happiness,2,62,22
F,20,Happiness,3,62,23
F,45,Anger,5,62,24
F,41,Happiness,2,62,25
M,26,Happiness,4,62,26
M,35,Anger,2,62,27
F,49,Happiness,4,62,28
M,36,Disgust,3,62,29
M,18,Happiness,1,62,30
F,42,Surprise,3,62,31
M,22,Happiness,3,62,32
F,30,Happiness,5,62,33
F,60,Anger,5,62,34
M,20,Anger,5,62,35
M,30,Happiness,3,62,36
F,31,Happiness,3,62,37
M,37,Anger,4,62,38
M,31,Happiness,2,62,39
F,34,Anger,5,62,40
F,37,Sadness,3,62,41
M,25,Anger,3,62,42
M,25,Happiness,5,62,43
F,33,Disgust,4,62,44
M,29,Happiness,4,62,45
F,51,Happiness,4,62,46
F,61,Anger,5,62,47
F,38,Disgust,2,62,48
F,41,Happiness,4,62,49
F,30,Happiness,3,62,50
F,NA,Anger,4,62,51
F,60,Happiness,4,62,52
M,44,Anger,4,62,53
F,40,Anger,4,62,54
F,52,Anger,3,62,55
F,66,Anger,5,62,56
F,20,Anger,2,62,57
F,32,Anger,1,62,58
M,31,Anger,2,62,59
F,23,Happiness,4,62,60
M,29,Disgust,4,63,1
M,48,Anger,4,63,2
F,58,Anger,3,63,3
F,53,Disgust,4,63,4
F,30,Anger,3,63,5
F,31,Disgust,4,63,6
F,44,Anger,3,63,7
F,28,Fear,4,63,8
F,58,Anger,1,63,9
M,37,Disgust,4,63,10
M,43,Disgust,2,63,11
F,64,Disgust,5,63,12
F,44,Disgust,4,63,13
M,33,Anger,3,63,14
M,30,Anger,3,63,15
F,51,Disgust,2,63,16
F,36,Disgust,3,63,17
F,23,Disgust,3,63,18
M,30,Anger,3,63,19
F,60,Disgust,5,63,20
F,37,Anger,3,63,21
M,47,Anger,2,63,22
F,20,Happiness,1,63,23
F,45,Anger,4,63,24
F,41,Disgust,2,63,25
M,26,Disgust,3,63,26
M,35,Anger,1,63,27
F,49,Disgust,2,63,28
M,36,Anger,3,63,29
M,18,Disgust,2,63,30
F,42,Disgust,3,63,31
M,22,Surprise,3,63,32
F,30,Anger,4,63,33
F,60,Anger,5,63,34
M,20,Anger,4,63,35
M,30,Anger,3,63,36
F,31,Anger,2,63,37
M,37,Anger,2,63,38
M,31,Disgust,1,63,39
F,34,Anger,5,63,40
F,37,Disgust,2,63,41
M,25,Disgust,5,63,42
M,25,Happiness,2,63,43
F,33,Disgust,4,63,44
M,29,Surprise,2,63,45
F,51,Fear,3,63,46
F,61,Disgust,3,63,47
F,38,Disgust,2,63,48
F,41,Anger,1,63,49
F,30,Happiness,1,63,50
F,NA,Disgust,4,63,51
F,60,Anger,3,63,52
M,44,Disgust,2,63,53
F,40,Disgust,4,63,54
F,52,Disgust,3,63,55
F,66,Anger,5,63,56
F,20,Anger,4,63,57
F,32,Anger,2,63,58
M,31,Disgust,2,63,59
F,23,Disgust,3,63,60
M,29,Happiness,3,64,1
M,48,Happiness,2,64,2
F,58,Happiness,1,64,3
F,53,Happiness,4,64,4
F,30,Happiness,1,64,5
F,31,Happiness,1,64,6
F,44,Happiness,3,64,7
F,28,Happiness,3,64,8
F,58,Happiness,1,64,9
M,37,Happiness,2,64,10
M,43,Anger,1,64,11
F,64,Happiness,2,64,12
F,44,Happiness,3,64,13
M,33,Happiness,1,64,14
M,30,Happiness,2,64,15
F,51,Happiness,1,64,16
F,36,Happiness,1,64,17
F,23,Happiness,2,64,18
M,30,Happiness,3,64,19
F,60,Happiness,1,64,20
F,37,Happiness,1,64,21
M,47,Happiness,2,64,22
