memMemberNo,Gender,Age,StartDate,BMI,Freq
16136,F,19,27/02/2016,21.05,1
16137,F,33,27/02/2016,NA,1
16138,F,61,4/03/2016,NA,3
16139,F,31,27/02/2016,16.8,2
16140,F,47,27/02/2016,22.86,1
16141,F,37,27/02/2016,NA,4
16142,M,16,27/02/2016,20.72,1
16143,F,26,27/02/2016,24.98,1
16144,F,27,28/02/2016,NA,5
16145,F,34,28/02/2016,NA,1
16146,F,44,28/02/2016,24.24,3
16147,M,30,28/02/2016,27.98,1
16148,F,25,28/02/2016,23.9,4
16149,M,25,28/02/2016,21.51,1
16150,F,27,28/02/2016,31.5,1
16151,M,42,28/02/2016,NA,1
16152,F,55,28/02/2016,NA,1
16153,M,55,28/02/2016,32.13,1
16154,M,42,28/02/2016,27.43,8
16155,F,30,29/02/2016,19.6,3
16156,M,32,29/02/2016,26.11,1
16157,F,55,29/02/2016,21.68,1
16158,F,54,29/02/2016,NA,3
16159,M,59,28/03/2016,NA,1
16160,F,51,29/02/2016,NA,1
16161,M,60,29/02/2016,30.51,2
16162,F,69,29/02/2016,24.88,2
16163,F,32,16/03/2016,NA,1
16164,F,42,1/03/2016,NA,1
16165,F,23,13/03/2016,NA,2
16166,F,63,2/03/2016,26.04,1
16167,M,43,2/03/2016,NA,3
16168,F,44,2/03/2016,NA,3
16169,M,29,3/03/2016,21.22,2
16170,F,46,3/03/2016,24.33,1
16171,M,28,3/03/2016,NA,6
16172,F,22,3/03/2016,20.9,1
16173,F,33,3/03/2016,NA,2
16174,F,27,3/03/2016,29.65,1
16175,F,48,3/03/2016,26.37,2
16176,F,75,3/03/2016,26.37,2
16177,M,29,4/03/2016,24.12,2
16178,F,26,24/03/2016,NA,1
16179,F,50,13/03/2016,NA,1
16180,F,23,3/03/2016,NA,1
16181,F,24,3/03/2016,NA,1
16182,F,32,4/03/2016,NA,2
16183,F,37,4/03/2016,48.48,5
16184,M,27,4/03/2016,NA,1
16185,F,25,4/03/2016,28.89,2
16186,M,28,17/03/2016,NA,5
16187,M,32,4/03/2016,NA,4
16188,F,36,4/03/2016,NA,2
16189,M,23,4/03/2016,NA,2
16190,F,68,4/03/2016,32.96,1
16191,M,26,4/03/2016,NA,1
16192,F,26,17/03/2016,NA,1
16193,F,21,6/03/2016,NA,2
16194,F,58,8/03/2016,NA,1
16195,M,47,6/03/2016,25.48,1
16196,M,51,6/03/2016,25.32,2
16197,M,28,6/03/2016,NA,2
16198,F,30,6/03/2016,20.9,1
16199,F,35,6/03/2016,20.76,1
16200,F,38,6/03/2016,24.65,3
16201,M,36,6/03/2016,NA,1
16202,F,30,7/03/2016,35.85,1
16203,M,67,7/03/2016,32.33,1
16204,F,54,7/03/2016,19.29,1
16205,F,28,7/03/2016,42.45,1
16206,F,60,8/03/2016,NA,6
16207,F,37,8/03/2016,NA,2
16208,M,67,8/03/2016,NA,5
16209,F,20,7/03/2016,29.33,1
16210,F,31,7/03/2016,27,1
16211,F,33,7/03/2016,20.42,4
16212,F,22,9/03/2016,NA,7
16213,F,19,7/03/2016,20.82,9
16214,F,24,8/03/2016,37,2
16215,F,47,8/03/2016,23.03,5
16216,F,22,8/03/2016,23.32,6
16217,M,27,12/03/2016,NA,13
16218,M,33,8/03/2016,NA,3
16219,M,23,13/03/2016,NA,2
16220,F,28,8/03/2016,NA,7
16221,F,50,8/03/2016,30.62,5
16222,F,46,8/03/2016,40.5,7
16223,F,32,8/03/2016,17.72,2
16224,F,31,9/03/2016,25.15,1
16225,M,38,9/03/2016,36.03,1
16226,F,24,9/03/2016,19.91,1
16227,F,24,9/03/2016,23.06,1
16228,F,47,9/03/2016,NA,6
16229,M,30,9/03/2016,18.32,7
16230,F,55,9/03/2016,NA,3
16231,F,33,10/03/2016,31.1,2
16232,M,23,10/03/2016,NA,8
16233,F,32,10/03/2016,21.33,1
16234,M,32,10/03/2016,NA,1
16235,M,33,10/03/2016,21.06,6
16236,F,32,10/03/2016,NA,1
16237,F,36,10/03/2016,21.51,1
16238,F,43,11/03/2016,NA,1
16239,F,33,10/03/2016,24.25,2
16240,M,44,10/03/2016,27.99,1
16241,F,46,10/03/2016,32.96,2
16242,F,41,11/03/2016,23.55,1
16243,M,31,11/03/2016,NA,1
16244,M,42,11/03/2016,NA,2
16245,M,31,11/03/2016,22.86,1
16246,M,21,15/03/2016,NA,4
16247,M,17,11/03/2016,NA,2
16248,F,26,11/03/2016,30.32,1
16249,F,31,11/03/2016,19.27,1
16250,F,63,11/03/2016,NA,1
16251,F,32,11/03/2016,NA,1
16252,F,16,11/03/2016,23.03,1
16253,F,48,12/03/2016,NA,1
16254,F,34,17/03/2016,NA,4
16255,M,37,17/03/2016,NA,3
16256,M,59,12/03/2016,NA,1
16257,M,47,12/03/2016,NA,3
16258,F,49,14/03/2016,NA,3
16259,F,26,12/03/2016,NA,2
16260,M,30,12/03/2016,NA,1
16261,M,46,12/03/2016,NA,2
16262,F,22,12/03/2016,NA,1
16263,F,23,12/03/2016,41.58,1
16264,M,24,12/03/2016,NA,9
16265,F,23,12/03/2016,22.2,1
16266,F,29,13/03/2016,24.17,1
16267,M,42,13/03/2016,30.69,2
16268,M,39,13/03/2016,NA,1
16269,M,40,13/03/2016,NA,1
16270,M,32,13/03/2016,NA,3
16271,F,19,13/03/2016,NA,1
16272,F,26,13/03/2016,NA,5
16273,M,30,13/03/2016,NA,9
16274,F,25,13/03/2016,NA,1
16275,M,26,13/03/2016,NA,1
16276,F,53,13/03/2016,31.1,1
16277,M,62,13/03/2016,32.23,5
16278,F,29,13/03/2016,21.26,2
16279,F,32,13/03/2016,26.05,2
16280,F,32,15/03/2016,NA,1
16281,F,58,13/03/2016,28.34,1
16282,M,33,13/03/2016,31.56,1
16283,F,36,13/03/2016,21.51,2
16284,M,20,13/03/2016,18.66,1
16285,M,26,14/03/2016,NA,1
16286,M,23,14/03/2016,NA,3
16287,M,29,14/03/2016,38.19,3
16288,F,34,14/03/2016,26.62,2
16289,F,27,14/03/2016,NA,1
16290,F,21,14/03/2016,NA,2
16291,F,24,14/03/2016,NA,2
16292,F,27,14/03/2016,23.19,1
16293,F,31,17/03/2016,NA,3
16294,M,27,14/03/2016,25.05,1
16295,M,37,14/03/2016,NA,1
16296,F,40,14/03/2016,28.49,2
16297,F,34,15/03/2016,27.14,1
16298,F,23,15/03/2016,NA,3
16299,F,39,16/03/2016,NA,2
16300,F,55,17/03/2016,NA,2
16301,F,27,18/03/2016,NA,3
16302,M,16,15/03/2016,22.67,2
16303,F,48,15/03/2016,32.17,3
16304,F,34,15/03/2016,NA,2
16305,F,64,16/03/2016,NA,15
16306,F,45,15/03/2016,36.9,2
16307,F,64,15/03/2016,34.65,2
16308,F,59,15/03/2016,NA,1
16309,F,46,15/03/2016,39.26,3
16310,M,37,15/03/2016,47.35,2
16311,M,64,16/03/2016,22.05,1
16312,F,24,16/03/2016,NA,1
16313,M,39,16/03/2016,NA,3
16314,F,55,16/03/2016,NA,1
16315,M,42,16/03/2016,25.93,2
16316,M,28,20/03/2016,NA,1
16317,F,51,16/03/2016,32.6,3
16318,F,28,16/03/2016,NA,1
16319,F,28,16/03/2016,19.1,1
16320,M,33,17/03/2016,NA,2
16321,F,25,17/03/2016,28.68,3
16322,M,35,17/03/2016,23.67,1
16323,M,22,17/03/2016,NA,2
16324,F,36,17/03/2016,23.03,4
16325,M,30,17/03/2016,NA,2
16326,F,25,17/03/2016,NA,1
16327,F,35,17/03/2016,25,1
16328,M,38,18/03/2016,25.46,1
16329,F,28,18/03/2016,NA,1
16330,F,32,18/03/2016,21.47,1
16331,M,35,18/03/2016,NA,1
16332,F,21,18/03/2016,54.57,1
16333,M,26,18/03/2016,NA,1
16334,M,62,18/03/2016,NA,2
16335,F,22,18/03/2016,25.9,2
16336,M,46,18/03/2016,NA,6
16337,M,53,18/03/2016,34.07,1
16338,M,36,18/03/2016,24.69,3
16339,F,26,19/03/2016,NA,1
16340,M,34,19/03/2016,NA,1
16341,M,38,19/03/2016,NA,1
16342,M,31,19/03/2016,NA,1
16343,F,27,19/03/2016,NA,1
16344,M,50,19/03/2016,27.76,1
16345,F,29,20/03/2016,NA,1
16346,M,42,20/03/2016,NA,1
16347,F,19,20/03/2016,29.03,1
16348,F,26,20/03/2016,20.64,3
16349,F,29,20/03/2016,NA,1
16350,F,28,20/03/2016,NA,2
16351,F,24,21/03/2016,NA,1
16352,F,24,21/03/2016,25.26,1
16353,F,28,21/03/2016,36.07,3
16354,F,42,21/03/2016,NA,1
16355,F,46,21/03/2016,27.64,3
16356,M,52,21/03/2016,36.19,1
16357,F,28,21/03/2016,23.89,1
16358,M,31,21/03/2016,24.88,1
16359,M,27,21/03/2016,24.48,1
16360,F,24,21/03/2016,NA,1
16361,M,35,21/03/2016,NA,1
16362,F,32,21/03/2016,24.3,1
16363,F,29,21/03/2016,19,3
16364,M,60,21/03/2016,26.96,2
16365,M,50,21/03/2016,30.06,1
16366,M,69,22/03/2016,67.47,1
16367,F,20,22/03/2016,NA,2
16368,F,40,22/03/2016,19.13,1
16369,F,28,22/03/2016,20.15,2
16370,M,20,22/03/2016,20.56,2
16371,F,52,22/03/2016,28.11,1
16372,F,59,23/03/2016,48.65,1
16373,M,25,23/03/2016,NA,1
16374,M,53,23/03/2016,20.43,1
16375,M,64,23/03/2016,25.57,1
16376,M,30,23/03/2016,NA,2
16377,F,67,29/03/2016,NA,1
16378,F,59,23/03/2016,NA,3
16379,F,32,23/03/2016,20.96,1
16380,F,31,23/03/2016,29.32,1
16381,F,41,23/03/2016,28.68,1
16382,F,34,24/03/2016,NA,1
16383,M,60,24/03/2016,31.1,1
16384,F,17,24/03/2016,26.37,1
16385,F,44,24/03/2016,NA,1
16386,M,37,25/03/2016,34.84,1
16387,M,16,25/03/2016,22.75,1
16388,M,41,25/03/2016,NA,1
16389,M,34,25/03/2016,NA,1
16390,M,38,25/03/2016,28.73,1
16391,F,23,26/03/2016,49.59,1
16392,M,27,26/03/2016,22.5,1
16393,F,22,26/03/2016,NA,1
16394,F,24,26/03/2016,NA,1
16395,M,31,26/03/2016,NA,1
16396,M,30,26/03/2016,NA,1
16397,F,23,26/03/2016,NA,1
16398,M,40,26/03/2016,27.83,1
16399,M,28,26/03/2016,NA,1
16400,M,34,26/03/2016,NA,1
16401,F,47,26/03/2016,NA,1
16402,M,35,26/03/2016,NA,1
16403,F,34,26/03/2016,NA,1
16404,M,39,26/03/2016,24.69,2
16405,M,24,28/03/2016,27.47,1
16406,F,42,28/03/2016,23.22,1
16407,M,23,28/03/2016,23.84,2
16408,M,42,28/03/2016,25.62,1
16409,F,18,28/03/2016,22.31,1
16410,F,34,28/03/2016,NA,1
16411,M,50,29/03/2016,26.96,1
16412,M,27,29/03/2016,NA,1
16413,M,30,1/04/2016,NA,2
16414,M,30,29/03/2016,NA,2
16415,F,28,29/03/2016,22.05,1
16416,M,21,1/04/2016,NA,1
16417,F,30,29/03/2016,NA,1
16418,M,31,29/03/2016,NA,1
16419,F,17,29/03/2016,16.73,1
16420,M,20,30/03/2016,18.96,1
16421,F,20,30/03/2016,22.62,1
16422,M,30,30/03/2016,24.09,1
16423,F,34,30/03/2016,21.76,2
16424,M,20,31/03/2016,NA,1
16425,F,28,30/03/2016,31.34,1
16426,F,32,31/03/2016,21.89,1
16427,F,68,31/03/2016,NA,1
16428,F,20,31/03/2016,28.89,1
16429,F,23,31/03/2016,NA,1
16430,F,22,31/03/2016,NA,1
16431,F,28,31/03/2016,NA,1
16432,F,60,12/02/2015,NA,5
16433,M,37,26/10/2014,NA,7
16434,F,34,9/04/2015,21.01,1
16435,F,52,26/02/2015,NA,6
16436,F,71,30/09/2013,NA,214
16437,M,47,23/08/2015,NA,2
16438,F,43,5/09/2014,NA,4
16439,F,39,24/02/2014,NA,1
16440,F,41,4/10/2013,NA,4
16441,F,24,24/02/2014,NA,2
16442,F,43,25/10/2014,NA,2
16443,F,24,20/07/2015,NA,3
16444,F,44,9/01/2014,NA,43
16445,F,32,20/12/2014,NA,6
16446,F,35,12/09/2013,NA,2
16447,M,19,27/04/2015,NA,1
16448,M,21,3/01/2015,NA,7
16449,F,38,8/06/2014,NA,1
16450,M,54,8/05/2014,NA,10
16451,M,56,21/01/2014,NA,2
16452,M,64,27/02/2014,NA,1
16453,M,32,5/01/2015,NA,9
16454,F,41,11/03/2015,NA,2
16455,M,26,19/12/2014,NA,1
16456,M,38,15/02/2015,NA,1
16457,F,40,14/08/2015,NA,2
16458,M,63,9/11/2013,NA,16
16459,M,32,8/03/2015,NA,5
16460,M,35,13/06/2015,NA,1
16461,M,34,5/07/2015,28.38,3
16462,M,37,30/09/2013,NA,1
16463,M,63,16/10/2013,NA,1
16464,F,62,31/07/2014,NA,1
16465,F,51,23/09/2014,NA,9
16466,F,29,3/11/2013,NA,1
16467,M,42,27/12/2013,NA,2
16468,F,37,12/05/2015,21.14,3
16469,F,26,9/06/2015,25.42,5
16470,F,27,16/04/2014,NA,8
16471,M,32,18/02/2016,NA,1
16472,F,41,10/08/2015,NA,1
16473,F,24,6/08/2015,NA,1
16474,F,16,6/03/2014,NA,1
16475,F,61,3/12/2013,NA,28
16476,M,32,18/05/2014,NA,1
16477,F,48,28/10/2014,NA,1
16478,F,62,14/10/2013,NA,3
16479,M,42,6/01/2014,NA,11
16480,F,41,27/01/2014,NA,26
16481,M,18,25/07/2014,NA,1
16482,F,26,4/02/2015,NA,3
16483,M,43,8/07/2014,NA,1
16484,F,35,25/05/2014,NA,1
16485,M,56,20/08/2014,NA,1
16486,F,59,2/12/2013,NA,10
16487,M,19,22/07/2014,NA,2
16488,F,34,4/08/2015,NA,1
16489,M,39,21/02/2014,NA,6
16490,F,36,26/04/2014,NA,1
16491,M,25,20/11/2014,NA,4
16492,F,29,3/01/2015,NA,6
16493,F,27,22/11/2015,NA,1
16494,M,34,3/01/2016,NA,1
16495,F,29,24/04/2014,NA,1
16496,F,54,19/12/2013,NA,1
16497,M,31,30/10/2014,NA,33
16498,F,35,22/10/2013,NA,1
16499,F,39,8/02/2015,NA,1
16500,M,48,11/10/2015,28.56,1
16501,F,29,25/04/2014,NA,4
16502,M,17,8/08/2014,NA,50
16503,M,52,5/11/2013,NA,7
16504,M,48,7/12/2014,NA,81
16505,F,32,22/11/2014,NA,7
16506,F,30,9/12/2015,NA,1
16507,M,38,7/01/2016,NA,1
16508,F,36,11/11/2013,NA,15
16509,F,26,30/07/2015,NA,7
16510,M,37,25/06/2014,NA,62
16511,M,53,30/12/2014,NA,41
16512,F,62,13/05/2014,NA,6
16513,F,43,13/08/2014,NA,1
16514,F,39,3/10/2013,NA,15
16515,M,50,11/10/2013,NA,1
16516,M,49,21/11/2014,NA,15
16517,F,32,27/01/2015,NA,29
16518,F,23,4/08/2014,NA,1
16519,M,36,24/03/2016,NA,1
16520,F,38,2/06/2015,21.51,3
16521,F,40,12/11/2014,NA,2
16522,M,63,2/07/2014,NA,69
16523,F,25,16/01/2014,NA,1
16524,F,36,13/12/2014,NA,2
16525,M,42,15/03/2014,NA,5
16526,M,16,3/06/2015,NA,2
16527,M,53,7/04/2015,NA,54
16528,M,33,12/12/2015,24.05,1
16529,M,63,5/05/2015,NA,113
16530,M,60,22/11/2015,27.33,1
16531,F,46,29/11/2015,NA,1
16532,M,56,6/11/2015,NA,23
16533,F,34,19/04/2014,NA,3
16534,F,61,5/01/2014,NA,1
16535,M,54,16/01/2016,22.75,1
16536,F,47,21/11/2013,NA,8
16537,M,45,21/11/2013,NA,8
16538,M,22,18/12/2013,NA,5
16539,F,23,25/06/2015,37.21,2
16540,F,34,11/02/2016,NA,3
16541,M,44,2/04/2014,NA,4
16542,M,59,25/01/2016,NA,1
16543,F,50,15/02/2015,NA,1
16544,M,83,6/12/2013,NA,10
16545,F,49,5/03/2014,NA,1
16546,F,49,19/01/2016,NA,3
16547,F,35,23/09/2014,NA,15
16548,M,20,16/04/2014,NA,1
16549,F,22,17/09/2014,NA,1
16550,M,30,15/04/2015,NA,2
16551,M,18,11/05/2015,NA,1
16552,F,33,10/05/2014,NA,7
16553,M,36,25/03/2014,NA,3
16554,F,28,25/03/2014,NA,3
16555,M,58,14/06/2015,NA,102
16556,M,48,17/11/2013,NA,5
16557,F,50,29/12/2013,NA,5
16558,M,45,25/02/2014,NA,42
16559,F,34,22/10/2014,NA,1
16560,F,26,28/01/2015,NA,1
16561,F,29,5/01/2015,NA,6
16562,F,44,12/02/2016,NA,1
16563,F,60,18/11/2015,NA,2
16564,M,62,28/11/2013,NA,1
16565,M,34,20/07/2015,NA,1
16566,F,63,12/07/2015,NA,25
16567,M,49,3/05/2015,31.5,1
16568,F,28,28/04/2015,NA,1
16569,F,68,21/07/2014,NA,1
16570,M,19,10/02/2015,NA,4
16571,F,42,3/03/2015,NA,7
16572,M,43,4/10/2015,NA,2
16573,M,59,20/12/2013,NA,38
16574,F,50,18/03/2016,NA,1
16575,M,39,2/11/2013,NA,5
16576,F,57,19/01/2016,NA,4
16577,F,41,19/01/2015,NA,3
16578,F,23,13/02/2014,NA,3
16579,F,21,22/07/2015,NA,7
16580,F,29,22/02/2016,NA,2
16581,F,20,14/12/2015,NA,5
16582,M,33,28/12/2014,NA,2
16583,F,38,26/10/2014,NA,1
16584,M,52,10/10/2013,NA,9
16585,F,56,13/10/2013,NA,16
16586,F,48,30/12/2014,NA,11
16587,M,49,30/12/2014,NA,53
16588,M,63,2/07/2014,NA,18
16589,M,29,5/10/2015,29.03,3
16590,F,36,3/01/2014,NA,5
16591,F,46,27/04/2014,NA,1
16592,F,20,14/07/2015,NA,1
16593,F,42,5/12/2013,NA,5
16594,M,22,21/01/2014,NA,4
16595,M,42,4/11/2013,NA,1
16596,M,49,24/11/2013,NA,10
16597,M,50,7/01/2014,NA,16
16598,F,23,2/07/2014,NA,1
16599,M,34,5/01/2014,NA,6
16600,F,31,15/03/2014,NA,1
16601,M,50,16/03/2016,NA,1
16602,F,65,30/09/2013,NA,4
16603,M,38,10/09/2014,NA,3
16604,M,43,28/05/2015,NA,15
16605,F,28,20/01/2015,NA,6
16606,M,38,24/07/2014,NA,1
16607,F,43,16/01/2014,NA,4
16608,F,46,16/08/2014,NA,5
16609,F,40,23/09/2015,NA,1
16610,F,46,29/06/2014,NA,1
16611,F,58,9/05/2014,NA,5
16612,F,43,15/12/2014,NA,2
16613,F,67,9/02/2015,NA,112
16614,M,67,9/02/2015,NA,114
16615,M,18,22/01/2015,NA,1
16616,F,25,14/11/2013,NA,1
16617,F,22,30/06/2014,NA,5
16618,M,30,16/09/2014,NA,5
16619,F,47,18/11/2013,NA,1
16620,M,60,20/09/2013,NA,7
16621,F,32,27/06/2014,NA,6
16622,F,31,4/01/2014,NA,1
16623,M,34,4/01/2014,NA,5
16624,F,30,25/10/2015,NA,4
16625,F,29,14/11/2015,NA,1
16626,F,45,11/02/2016,NA,3
16627,F,61,15/11/2014,NA,2
16628,M,19,24/08/2015,NA,1
16629,F,51,1/06/2014,NA,2
16630,M,31,14/03/2014,NA,1
16631,M,18,16/07/2014,NA,1
16632,M,19,26/07/2015,NA,1
16633,M,59,10/12/2015,NA,11
16634,F,23,4/08/2015,NA,3
16635,M,42,30/12/2015,NA,2
16636,M,70,11/11/2015,NA,20
16637,F,41,10/06/2014,NA,2
16638,F,55,15/01/2014,NA,10
16639,M,63,2/04/2015,NA,10
16640,M,40,12/01/2014,NA,4
16641,F,44,21/08/2015,NA,1
16642,F,57,13/09/2013,NA,5
16643,F,63,30/11/2015,NA,2
16644,F,28,10/03/2015,NA,1
16645,F,19,30/10/2015,NA,4
16646,F,36,15/10/2013,NA,10
16647,M,53,1/04/2015,NA,8
16648,F,33,3/09/2014,NA,2
16649,M,34,5/09/2014,NA,2
16650,M,68,8/01/2015,NA,34
16651,M,38,23/12/2015,NA,2
16652,M,49,19/10/2013,NA,1
16653,M,19,27/06/2014,NA,1
16654,M,21,19/02/2014,NA,1
16655,F,37,1/12/2015,NA,1
16656,M,61,24/03/2014,NA,20
16657,F,60,24/03/2014,NA,5
16658,M,24,15/04/2015,NA,81
16659,F,37,4/12/2014,NA,5
16660,M,38,2/08/2015,NA,1
16661,F,36,22/06/2014,NA,1
16662,M,46,3/01/2014,NA,1
16663,M,22,1/11/2013,NA,8
16664,F,45,1/02/2014,NA,10
16665,M,20,26/01/2016,NA,1
16666,F,26,21/10/2013,NA,2
16667,F,26,4/03/2014,NA,1
16668,F,39,26/03/2014,NA,4
16669,M,31,26/10/2014,NA,3
16670,F,30,16/03/2015,NA,3
16671,F,62,7/01/2015,NA,2
16672,M,50,21/10/2013,NA,16
16673,M,40,24/01/2014,NA,2
16674,F,35,26/05/2015,17.36,4
16675,F,23,26/02/2015,NA,1
16676,M,32,29/11/2015,NA,1
16677,M,45,31/10/2013,NA,1
16678,F,59,14/09/2014,NA,5
16679,F,67,23/02/2014,NA,1
16680,M,52,5/04/2014,NA,1
16681,F,34,29/06/2014,NA,2
16682,F,41,16/01/2015,NA,2
16683,M,40,10/11/2013,NA,2
16684,F,68,8/04/2015,NA,1
16685,F,37,29/07/2014,NA,6
16686,F,32,10/11/2014,NA,2
16687,M,36,23/11/2015,NA,37
16688,M,25,15/04/2015,NA,51
16689,M,26,9/02/2015,NA,13
16690,F,50,21/05/2014,NA,1
16691,F,30,4/03/2014,NA,1
16692,F,36,6/08/2014,NA,2
16693,F,49,26/09/2013,NA,3
16694,M,33,14/04/2014,NA,1
16695,F,34,7/10/2013,NA,2
16696,M,63,10/01/2016,NA,1
16697,F,68,16/02/2016,25.39,2
16698,F,48,18/08/2014,NA,10
16699,M,32,8/04/2014,NA,6
16700,F,35,5/04/2015,NA,1
16701,M,20,30/05/2014,NA,3
16702,M,36,9/12/2013,NA,2
16703,M,21,3/07/2014,NA,2
16704,M,50,11/10/2013,NA,84
16705,F,32,12/11/2015,NA,1
16706,F,27,21/06/2015,21.22,1
16707,M,31,11/02/2014,NA,1
16708,M,62,25/08/2014,NA,71
16709,F,44,30/09/2013,NA,2
16710,M,60,6/10/2015,NA,3
16711,F,32,10/09/2014,NA,4
16712,F,33,1/08/2014,NA,2
16713,F,45,15/06/2015,26.29,40
16714,F,31,18/03/2015,NA,4
16715,F,28,19/11/2013,NA,2
16716,F,24,24/04/2015,NA,1
16717,F,35,20/06/2014,NA,5
16718,F,38,26/01/2014,NA,1
16719,F,48,5/10/2015,NA,4
16720,F,49,10/03/2015,NA,1
16721,F,48,11/09/2014,NA,10
16722,F,24,30/01/2014,NA,1
16723,M,17,15/03/2016,NA,1
16724,F,27,25/04/2015,16.33,1
16725,F,33,31/08/2014,NA,3
16726,F,62,14/10/2013,NA,4
16727,F,36,8/10/2013,NA,3
16728,F,26,26/02/2014,NA,1
16729,F,31,12/02/2014,NA,1
16730,M,47,20/01/2014,NA,3
16731,M,60,5/03/2014,NA,10
16732,F,39,26/05/2015,NA,9
16733,F,50,22/04/2015,NA,12
16734,M,26,25/06/2014,NA,9
16735,F,52,14/07/2015,NA,1
16736,F,64,2/12/2014,NA,30
16737,F,32,6/02/2014,NA,14
16738,F,35,5/05/2014,NA,1
16739,M,31,10/10/2013,NA,1
16740,F,34,23/01/2016,NA,2
16741,F,62,4/01/2014,NA,1
16742,F,58,8/05/2014,NA,32
16743,M,46,19/08/2014,NA,3
16744,F,38,9/10/2015,NA,1
16745,F,27,30/10/2015,NA,1
16746,M,42,8/05/2014,NA,1
16747,F,49,22/08/2014,NA,3
16748,M,42,26/10/2013,NA,1
16749,F,60,15/10/2013,NA,1
16750,M,61,18/01/2016,NA,8
16751,F,31,23/11/2013,NA,2
16752,F,34,4/11/2013,NA,30
16753,F,52,6/01/2016,NA,5
16754,F,69,26/09/2013,NA,3
16755,F,50,12/01/2014,NA,2
16756,F,34,7/10/2014,NA,23
16757,M,29,25/01/2016,40.44,4
16758,F,47,16/06/2015,NA,1
16759,F,19,5/02/2016,20.28,4
16760,F,32,15/09/2014,NA,1
16761,F,48,23/01/2014,NA,3
16762,F,42,8/06/2015,NA,49
16763,F,36,10/09/2014,NA,1
16764,F,63,30/08/2014,NA,1
16765,F,19,5/05/2015,NA,9
16766,F,27,23/02/2016,24.07,14
16767,F,26,23/02/2016,31.54,16
16768,F,31,8/10/2013,NA,1
16769,F,38,20/11/2015,NA,2
16770,F,27,13/10/2014,NA,5
16771,F,25,9/04/2015,NA,2
16772,F,47,3/11/2014,NA,1
16773,M,71,15/11/2013,NA,4
16774,M,57,4/11/2013,NA,3
16775,F,48,21/08/2014,NA,34
16776,M,38,12/10/2013,NA,1
16777,M,38,3/08/2015,NA,2
16778,F,28,1/09/2015,NA,1
16779,F,39,4/02/2016,NA,2
16780,F,49,26/03/2014,NA,1
16781,F,46,15/01/2014,NA,3
16782,F,27,23/09/2015,21.32,2
16783,F,48,30/09/2015,NA,1
16784,M,42,24/01/2016,NA,1
16785,M,58,11/07/2014,NA,80
16786,F,56,22/09/2013,NA,2
16787,M,27,8/06/2014,NA,3
16788,F,55,23/04/2014,NA,27
16789,F,25,5/08/2014,NA,1
16790,F,57,4/06/2014,NA,12
16791,F,36,6/09/2014,NA,7
16792,F,42,13/02/2015,NA,2
16793,F,31,6/10/2013,NA,2
16794,F,38,7/07/2014,NA,10
16795,M,17,18/07/2014,NA,1
16796,F,34,31/01/2014,NA,3
16797,F,51,14/11/2013,NA,3
16798,M,40,29/10/2013,NA,48
16799,F,42,18/06/2015,NA,2
16800,F,37,19/02/2015,NA,1
16801,F,40,27/07/2015,NA,2
16802,F,50,19/09/2014,NA,2
16803,M,56,4/09/2014,NA,2
16804,F,37,5/08/2014,NA,3
16805,F,59,22/01/2016,NA,10
16806,M,62,17/02/2015,NA,4
16807,F,44,28/12/2013,NA,6
16808,F,47,22/04/2015,NA,5
16809,M,40,6/11/2013,NA,9
16810,M,29,21/01/2016,27.44,1
16811,F,39,15/02/2015,NA,1
16812,F,49,6/10/2013,NA,5
16813,F,64,6/01/2014,NA,26
16814,F,41,5/03/2014,NA,2
16815,F,48,15/10/2013,NA,8
16816,F,60,8/07/2014,NA,16
16817,M,19,23/05/2015,NA,7
16818,F,17,30/10/2013,NA,6
16819,F,42,10/02/2015,NA,1
16820,F,45,19/08/2014,NA,1
16821,F,27,21/04/2015,NA,1
16822,M,37,10/11/2014,NA,5
16823,M,59,1/11/2013,NA,8
16824,F,22,8/05/2015,NA,2
16825,F,37,23/11/2014,NA,2
16826,M,55,25/01/2016,NA,4
16827,F,26,26/06/2015,NA,1
16828,M,51,20/04/2015,NA,25
16829,M,20,6/07/2014,NA,1
16830,F,78,9/07/2015,NA,3
16831,F,21,6/08/2014,NA,1
16832,M,32,4/01/2016,NA,5
16833,M,43,4/08/2015,NA,1
16834,F,53,5/10/2013,NA,1
16835,M,69,15/03/2015,NA,3
16836,M,63,11/03/2015,NA,4
16837,F,38,28/01/2014,NA,3
16838,F,45,10/01/2014,NA,2
16839,F,42,21/10/2014,NA,18
16840,F,33,24/09/2015,NA,4
16841,M,37,1/11/2014,NA,3
16842,F,31,27/10/2015,NA,1
16843,M,17,16/07/2014,NA,6
16844,F,28,25/09/2013,NA,1
16845,F,44,8/05/2015,NA,5
16846,F,45,1/06/2015,NA,1
16847,M,49,4/10/2014,NA,1
16848,F,69,23/12/2013,NA,2
16849,F,47,25/09/2014,NA,1
16850,F,40,26/03/2015,NA,2
16851,M,28,26/01/2016,NA,1
16852,F,34,29/01/2016,NA,10
16853,M,56,27/09/2015,NA,3
16854,M,34,8/10/2015,NA,1
16855,F,35,26/05/2015,30.32,1
16856,M,19,26/07/2015,NA,3
16857,M,36,6/10/2014,NA,1
16858,M,57,11/05/2014,NA,1
16859,F,16,30/12/2013,NA,1
16860,M,60,26/03/2015,NA,90
16861,F,36,28/02/2014,NA,1
